,start,end,text
1004,3899.88,3903.509,"['jenny', 'und', 'ich', 'waren', 'wieder', 'wie', 'pech', 'und', 'schwefel']"
1005,3901.7,3904.6,"[u'sie', u'macht', u'das', u'vfoermige', u'peacezeichen', u'er', u'erwidert', u'es']"
1006,3905.08,3909.232,"['sie', 'f\xfchrte', 'mich', 'herum', 'und', 'stellte', 'mich', 'ihren', 'neuen', 'freunden', 'vor']"
1007,3909.32,3912.596,"['mach', 'das', 'rollo', 'zu', 'und', 'beweg', 'deinen', 'wei\xdfen', 'arsch', 'vom', 'fenster', 'weg']"
1008,3910.8,3912.4,"[u'die', u'mondlandung', u'im', u'fernsehen']"
1009,3912.68,3914.955,"['wei\xdft', 'du', 'nicht', 'dass', 'hier', 'krieg', 'ist']"
1010,3914.6,3916.6,"[u'ss', u'das', u'geraet', u'steht', u'in', u'einem', u'klinikaufenthaltsraum']"
1011,3915.04,3918.715,"['er', 'ist', 'ok', 'er', 'geh\xf6rt', 'zu', 'uns', 'ich', 'erz\xe4hl', 'dir', 'was', '\xfcber', 'uns']"
1012,3918.8,3920.916,"['unser', 'ziel', 'ist', 'die', 'schwarzen', 'anf\xfchrer']"
1013,3919.1,3924.7,"[u'ss', u'die', u'stuehle', u'davor', u'sind', u'leer', u'personal', u'und', u'patienten', u'gucken', u'forrest', u'zu', u'der', u'allein', u'mit', u'zwei', u'schlaegern', u'und', u'drei', u'baellen', u'pingpong', u'spielt']"
1014,3921.0,3922.911,"['vor', 'anschl\xe4gen', 'derer', 'zu', 'sch\xfctzen']"
1015,3923.0,3924.877,"['die', 'schwarze', 'verpr\xfcgeln', 'wollen']"
1016,3924.96,3928.839,"['unsere', 'frauen', 'vergewaltigen', 'und', 'die', 'schwarze', 'gemeinde', 'zerst\xf6ren']"
1017,3930.0,3934.073,"['wer', 'ist', 'der', 'babykiller', 'mein', 'freund', 'du', 'wei\xdft', 'schon']"
1018,3934.16,3936.958,"['das', 'ist', 'forrest', 'gump', 'forrest', 'das', 'ist', 'wesley']"
1019,3937.04,3939.429,"['wesley', 'und', 'ich', 'wohnten', 'in', 'berkeley', 'zusammen']"
1020,3939.52,3942.318,"['und', 'er', 'ist', 'der', 'pr\xe4sident', 'der', 'sds', 'in', 'berkeley']"
1021,3942.4,3945.198,"['wir', 'sind', 'hier', 'um', 'denen', 'schutz', 'und', 'hilfe', 'zu', 'bieten']"
1022,3945.28,3948.511,"['die', 'unsere', 'hilfe', 'brauchen', 'denn', 'wir', 'die', 'schwarzen', 'panter']"
1023,3948.6,3950.955,"['sind', 'gegen', 'den', 'vietnamkrieg']"
1024,3951.04,3953.998,"['wir', 'sind', 'gegen', 'jeden', 'krieg', 'der', 'schwarze', 'einzieht']"
1025,3954.08,3955.877,"['damit', 'sie', 'f\xfcr', 'die', 'sterben', 'die', 'sie', 'hassen']"
1026,3955.96,3959.635,"['wir', 'sind', 'gegen', 'jeden', 'krieg', 'in', 'dem', 'schwarze', 'soldaten', 'k\xe4mpfen']"
1027,3959.72,3963.349,"['um', 'dann', 'zu', 'hause', 'verpr\xfcgelt', 'und', 'umgebracht', 'zu', 'werden']"
1028,3963.44,3966.955,"['wir', 'sind', 'gegen', 'alles', 'rassistische', 'und', 'kolonialistische']"
1029,3965.2,3971.2,"[u's', u'der', u'talkmaster', u'dick', u'cavett', u'steht', u'auf', u'forrest', u'kommt', u'in', u'einem', u'dunkelblauen', u'zweireiher', u'mit', u'nationalmannschaftsemblem', u'zu', u'ihm']"
1030,3981.64,3985.189,"['forrest', 'h\xf6r', 'auf', 'h\xf6r', 'auf']"
1031,3983.6,3984.5,"[u's', u'john', u'lennon', u'raucht']"
1032,3992.6,3994.5,"[u'forrest', u'blickt', u'john', u'lennon', u'irritiert', u'an']"
1033,3993.6,3996.068,"['ich', 'h\xe4tte', 'dich', 'nicht', 'herbringen', 'sollen']"
1034,3996.16,3999.994,"['ich', 'h\xe4tte', 'wissen', 'm\xfcssen', 'dass', 'so', 'was', 'passieren', 'w\xfcrde']"
1035,4000.6,4003.16,"['er', 'soll', 'dich', 'nicht', 'schlagen', 'jenny']"
1036,4008.0,4009.956,"['komm', 'forrest']"
1037,4014.72,4019.316,"['tut', 'mir', 'leid', 'dass', 'ich', 'mich', 'auf', 'eurer', 'party', 'pr\xfcgelte']"
1038,4020.1,4022.2,"[u'forrest', u'verlaesst', u'das', u'gebaeude', u'hinter', u'ihm']"
1039,4020.88,4023.633,"['er', 'meint', 'es', 'nicht', 'so', 'wenn', 'er', 'so', 'was', 'macht']"
1040,4023.72,4026.234,"['ich', 'w\xfcrde', 'dir', 'nie', 'wehtun', 'jenny']"
1041,4028.0,4034.394,"['das', 'wei\xdf', 'ich', 'doch', 'forrest', 'ich', 'will', 'dein', 'fester', 'freund', 'sein']"
1042,4029.6,4031.6,"[u'der', u'sitzt', u'im', u'rollstuhl', u'und', u'hat', u'lange', u'haare']"
1043,4044.36,4051.072,"['die', 'uniform', 'ist', 'scharf', 'forrest', 'du', 'siehst', 'wirklich', 'gut', 'drin', 'aus']"
1044,4054.88,4057.519,"['wei\xdft', 'du', 'was', 'was']"
1045,4059.68,4063.559,"['ich', 'bin', 'froh', 'dass', 'wir', 'zusammen', 'in', 'unserer', 'hauptstadt', 'sind']"
1046,4062.1,4063.3,"[u's', u'er', u'rollt', u'eine', u'rampe', u'runter']"
1047,4065.12,4066.872,"['ich', 'auch', 'forrest']"
1048,4066.96,4071.636,"['wir', 'liefen', 'die', 'ganze', 'nacht', 'herum', 'jenny', 'und', 'ich', 'und', 'redeten']"
1049,4068.4,4070.4,"[u'auf', u'der', u'vereisten', u'schraege', u'kommt', u'er', u'ins', u'schlittern']"
1050,4072.36,4076.911,"['sie', 'erz\xe4hlte', 'mir', 'von', 'all', 'ihren', 'reisen']"
1051,4073.5,4074.8,"[u'der', u'rollstuhl', u'faehrt', u'rueckwaerts']"
1052,4077.0,4080.629,"['und', 'wie', 'sie', 'wege', 'entdeckte', 'ihr', 'bewusstsein', 'zu', 'erweitern']"
1053,4077.6,4078.8,"[u'ss', u'abends', u'er', u'schiebt', u'dan']"
1054,4080.72,4086.078,"['und', 'lernte', 'in', 'harmonie', 'zu', 'leben', 'das', 'muss', 'im', 'westen', 'sein']"
1055,4086.16,4089.709,"['denn', 'sie', 'war', 'bis', 'nach', 'kalifornien', 'gekommen']"
1056,4087.3,4089.8,"[u'ss', u'dan', u'hebt', u'eine', u'schnapsflasche', u'in', u'einer', u'tuete', u'zum', u'mund']"
1057,4090.96,4094.873,"['hey', 'will', 'jemand', 'mit', 'nach', 'san', 'francisco']"
1058,4092.1,4094.6,"[u'ss', u'im', u'rotlichtviertel', u'schiebt', u'er', u'dan', u'durch', u'einen', u'verkehrsstau']"
1059,4094.96,4097.918,"['ich', 'komme', 'scharf']"
1060,4098.0,4101.913,"['es', 'war', 'eine', 'ganz', 'besondere', 'nacht', 'f\xfcr', 'uns', 'beide']"
1061,4101.8,4103.3,"[u'ein', u'taxi', u'bremst', u'dicht', u'vor', u'ihm']"
1062,4103.64,4105.551,"['ich', 'wollte', 'dass', 'sie', 'nie', 'aufh\xf6rt']"
1063,4106.64,4110.872,"['bleib', 'doch', 'hier', 'jenny', 'ich', 'muss', 'weg', 'forrest']"
1064,4112.44,4117.116,"['jenny', 'gestern', 'geriet', 'alles', 'au\xdfer', 'kontrolle']"
1065,4115.1,4117.8,"[u'im', u'fernsehen', u'mitsingende', u'soldaten', u'in', u'vietnam']"
1066,4117.8,4121.952,"['es', 'ist', 'nur', 'dieser', 'krieg', 'und', 'dieser', 'l\xfcgende', 'mistkerl', 'johnson', 'und']"
1067,4122.0,4124.9,"[u'die', u'beiden', u'schauen', u'die', u'Uebertragung', u'der', u'weihnachtsfeier', u'mit', u'bob', u'hope']"
1068,4123.36,4126.113,"['ich', 'will', 'dir', 'doch', 'nicht', 'wehtun', 'das', 'wei\xdft', 'du']"
1069,4128.76,4130.751,"['wei\xdft', 'du', 'was', 'ich', 'denke']"
1070,4128.8,4130.3,"[u'tausende', u'gis', u'stehen', u'auf']"
1071,4132.64,4137.634,"['ich', 'denke', 'du', 'solltest', 'heim', 'nach', 'greenbow', 'alabama']"
1072,4141.8,4143.7,"[u's', u'dan', u'wirft', u'seine', u'ausgetrunkene', u'flasche', u'weg']"
1073,4147.52,4152.514,"['forrest', 'wir', 'leben', 'in', 'zwei', 'verschiedenen', 'welten', 'wei\xdft', 'du']"
1074,4151.6,4152.8,"[u'ss', u'er', u'sieht', u'in', u'eine', u'leere', u'flasche']"
1075,4160.96,4164.396,"['ich', 'will', 'dir', 'das', 'geben']"
1076,4168.1,4169.5,"[u's', u'er', u'oeffnet', u'einen', u'leeren', u'flachmann']"
1077,4168.64,4170.596,"['forrest', 'das', 'kann', 'ich', 'nicht', 'behalten']"
1078,4172.48,4177.11,"['ich', 'hab', 'es', 'nur', 'weil', 'ich', 'das', 'tat', 'was', 'du', 'mir', 'gesagt', 'hast']"
1079,4178.6,4183.196,"['warum', 'bist', 'du', 'so', 'gut', 'zu', 'mir', 'du', 'bist', 'mein', 'm\xe4dchen']"
1080,4185.68,4187.91,"['das', 'werd', 'ich', 'immer', 'bleiben']"
1081,4195.4,4197.4,"[u's', u'der', u'nimmt', u'eine', u'leere', u'flasche', u'aus', u'einer', u'schublade']"
1082,4198.3,4199.4,"[u'er', u'laesst', u'sie', u'wieder', u'reinfallen']"
1083,4203.8,4205.9,"[u'dan', u'rollt', u'zu', u'forrest', u'der', u'auf', u'dem', u'sofa', u'sitzt']"
1084,4212.5,4213.1,"[u'ss', u'in', u'einer', u'bar']"
1085,4225.36,4230.718,"['und', 'einfach', 'so', 'war', 'sie', 'wieder', 'aus', 'meinem', 'leben', 'verschwunden']"
1086,4232.48,4239.431,"['es', 'ist', 'ein', 'kleiner', 'schritt', 'aber', 'ein', 'riesensprung', 'f\xfcr', 'die', 'menschheit']"
1087,4243.84,4248.197,"['ich', 'dachte', 'ich', 'ginge', 'zur\xfcck', 'nach', 'vietnam', 'aber', 'man', 'beschloss']"
1088,4248.28,4252.353,"['dass', 'ich', 'die', 'kommunisten', 'am', 'besten', 'mit', 'pingpong', 'bek\xe4mpfe']"
1089,4252.44,4256.035,"['also', 'war', 'ich', 'in', 'einer', 'sondereinheit', 'reiste', 'im', 'land', 'herum']"
1090,4256.12,4260.033,"['heiterte', 'verwundete', 'veteranen', 'auf', 'und', 'brachte', 'ihnen', 'pingpong', 'bei']"
1091,4260.12,4261.633,"['ich', 'war', 'so', 'gut']"
1092,4261.72,4264.996,"['dass', 'die', 'armee', 'beschloss', 'ich', 'sollte', 'ins', 'pingpongnationalteam']"
1093,4265.96,4269.236,"['wir', 'waren', 'die', 'ersten', 'amerikaner', 'die', 'china', 'besuchten']"
1094,4269.32,4271.151,"['seit', 'millionen', 'von', 'jahren', 'oder', 'so']"
1095,4271.24,4274.038,"['jemand', 'sagte', 'der', 'weltfrieden', 'sei', 'in', 'unserer', 'hand']"
1096,4274.12,4276.634,"['aber', 'ich', 'spielte', 'nur', 'pingpong']"
1097,4276.72,4280.156,"['als', 'ich', 'nach', 'hause', 'kam', 'war', 'ich', 'eine', 'nationale', 'ber\xfchmtheit']"
1098,4280.24,4283.073,"['noch', 'ber\xfchmter', 'als', 'pinocchio']"
1099,4283.16,4286.391,"['hier', 'ist', 'er', 'forrest', 'gump', 'hier']"
1100,4294.92,4299.357,"['forrest', 'gump', 'john', 'lennon', 'willkommen', 'zu', 'hause']"
1101,4297.2,4298.2,"[u'sie', u'zeigt', u'zum', u'fernseher']"
1102,4299.44,4303.479,"['kannst', 'du', 'uns', 'sagen', 'wie', 'es', 'in', 'china', 'war']"
1103,4306.6,4310.878,"['im', 'lande', 'china', 'haben', 'die', 'menschen', 'fast', 'nichts']"
1104,4309.9,4311.2,"[u'ss', u'die', u'geht', u'durch', u'ein', u'apartment']"
1105,4310.96,4312.712,"['sie', 'besitzen', 'nichts']"
1106,4315.04,4319.511,"['und', 'in', 'china', 'gehen', 'sie', 'nie', 'in', 'die', 'kirche']"
1107,4315.4,4331.7,"[u'auch', u'dort', u'laeuft', u'die', u'Uebertragung', u'aus', u'new', u'york', u'jenny', u'packt', u'eilig', u'sachen', u'in', u'ihre', u'handtasche', u'in', u'einer', u'ecke', u'steht', u'ein', u'schlagzeug', u'studio', u'jenny', u'zieht', u'ein', u'kleidungsstueck', u'unter', u'dem', u'fuss', u'eines', u'schlafenden', u'halbnackten', u'mannes', u'hervor', u'in', u'einem', u'spiegel', u'hinter', u'dem', u'bett', u'betrachtet', u'sie', u'ihr', u'blaues', u'auge', u'sie', u'verlaesst', u'das', u'apartment', u'durch', u'die', u'terrassentuer']"
1108,4319.6,4324.151,"['auch', 'keine', 'religion', 'schwer', 'vorzustellen']"
1109,4324.68,4327.752,"['na', 'ist', 'leicht', 'wenn', 'mans', 'versucht', 'dick']"
1110,4327.84,4331.037,"['ein', 'paar', 'jahre', 'sp\xe4ter', 'ging', 'der', 'nette', 'junge', 'mann', 'aus', 'england']"
1111,4331.12,4335.796,"['nach', 'hause', 'zu', 'seinem', 'kleinen', 'jungen', 'und', 'schrieb', 'ein', 'paar', 'autogramme']"
1112,4335.88,4340.192,"['ohne', 'jeglichen', 'grund', 'erschoss', 'ihn', 'jemand']"
1113,4342.0,4342.7,"[u'in', u'der', u'bar']"
1114,4342.6,4346.479,"['man', 'hat', 'dir', 'die', 'tapferkeitsmedaille', 'verliehen']"
1115,4345.9,4356.2,"[u's', u'im', u'fernseher', u'leuchtet', u'forrest', u'traegt', u'ein', u'partyhuetchen', u'leute', u'werfen', u'konfetti', u'karla', u'und', u'lenore', u'kuessen', u'forrest', u'auf', u'die', u'wangen', u'dan', u'starrt', u'deprimiert', u'vor', u'sich', u'hin']"
1116,4347.88,4349.552,"['das', 'ist', 'doch', 'lieutenant', 'dan']"
1117,4352.2,4353.952,"['lieutenant', 'dan']"
1118,4354.04,4358.83,"['man', 'hat', 'dir', 'die', 'tapferkeitsmedaille', 'verliehen']"
1119,4359.88,4361.677,"['ja', 'sir', 'das', 'hat', 'man']"
1120,4361.76,4367.073,"['man', 'hat', 'dir', 'schwachkopf', 'einem', 'idioten', 'der', 'im', 'fernsehen', 'auftritt']"
1121,4364.9,4366.1,"[u'der', u'reagiert', u'nicht']"
1122,4367.16,4372.28,"['der', 'sich', 'vor', 'dem', 'ganzen', 'land', 'zum', 'narren', 'macht']"
1123,4372.36,4374.715,"['die', 'tapferkeitsmedaille', 'verliehen']"
1124,4375.32,4377.072,"['ja', 'sir']"
1125,4379.04,4382.157,"['na', 'das', 'ist', 'doch', 'perfekt']"
1126,4383.56,4388.588,"['na', 'dazu', 'sage', 'ich', 'nur', 'eines', 'gott', 'segne', 'das', 'verdammte', 'amerika']"
1127,4383.7,4384.5,"[u'ss', u'auf', u'der', u'wartebank']"
1128,4396.84,4398.592,"['lieutenant', 'dan']"
1129,4398.68,4402.116,"['lieutenant', 'dan', 'sagte', 'er', 'wohne', 'in', 'einem', 'hotel']"
1130,4399.2,4400.6,"[u'ss', u'nixon', u'haelt', u'eine', u'ehrentafel']"
1131,4402.2,4407.194,"['weil', 'er', 'keine', 'beine', 'hatte', 'trainierte', 'er', 'stattdessen', 'seine', 'arme']"
1132,4408.2,4408.9,"[u'ss', u'im', u'hotel']"
1133,4409.32,4411.151,"['geh', 'nach', 'rechts', 'nach', 'rechts']"
1134,4414.72,4416.472,"['komm', 'mach', 'schon']"
1135,4416.56,4419.791,"['was', 'machen', 'sie', 'hier', 'in', 'new', 'york', 'lieutenant', 'dan']"
1136,4419.88,4422.11,"['ich', 'h\xe4nge', 'an', 'der', 'titte', 'der', 'wohlfahrt']"
1137,4426.48,4430.758,"['bist', 'du', 'blind', 'hier', 'gehe', 'ich', 'verschwinde', 'na', 'los', 'hau', 'ab']"
1138,4428.3,4431.5,"[u's', u'beim', u'telefon', u'ein', u'staender', u'mit', u'der', u'aufschrift', u'watergate', u'hotel', u'nixon', u'im', u'fernsehen']"
1139,4437.56,4441.792,"['ich', 'blieb', 'bei', 'lieutenant', 'dan', 'und', 'verbrachte', 'die', 'feiertage', 'mit', 'ihm']"
1140,4442.4,4448.3,"[u'in', u'einer', u'sporthalle', u'geht', u'ein', u'schwarzer', u'offizier', u'am', u'fernseher', u'vorbei', u'und', u'steuert', u'auf', u'forrest', u'zu', u'der', u'allein', u'pingpong', u'spielt']"
1141,4445.52,4449.911,"['ein', 'tolles', 'neues', 'jahr', 'und', 'schnell', 'heim', 'gott', 'segne', 'dich']"
1142,4452.0,4455.117,"['hast', 'du', 'jesus', 'schon', 'gefunden', 'gump']"
1143,4455.2,4459.193,"['ich', 'wusste', 'nicht', 'dass', 'ich', 'ihn', 'suchen', 'sollte', 'sir']"
1144,4460.8,4462.7,"[u'er', u'gibt', u'forrest', u'einen', u'umschlag', u'und', u'geht']"
1145,4466.56,4471.634,"['die', 'kr\xfcppel', 'im', 'versehrtenheim', 'die', 'reden', 'von', 'nichts', 'anderem']"
1146,4468.4,4470.0,"[u's', u'verwirrt', u'sieht', u'forrest', u'zur', u'tuer']"
1147,4473.24,4479.429,"['jesus', 'dies', 'und', 'jesus', 'das', 'habe', 'ich', 'jesus', 'gefunden']"
1148,4480.16,4483.436,"['sie', 'lie\xdfen', 'sogar', 'einen', 'pfarrer', 'zu', 'mir', 'kommen']"
1149,4481.6,4483.4,"[u'er', u'rennt', u'mit', u'seinem', u'schlaeger', u'zum', u'ausgang']"
1150,4483.52,4488.913,"['er', 'sagte', 'gott', 'h\xf6rt', 'alles', 'aber', 'ich', 'muss', 'mir', 'selbst', 'helfen']"
1151,4487.8,4502.4,"[u'missis', u'gump', u'kommt', u'\u2026', u'juchzen', u'\u2026', u'auf', u'ihre', u'veranda', u'gluecklich', u'laechelnd', u'bleibt', u'sie', u'auf', u'dem', u'treppenabsatz', u'stehen', u'und', u'sieht', u'ihrem', u'sohn', u'entgegen', u'ihr', u'haar', u'ist', u'leicht', u'ergraut', u'juchzen', u'forrest', u'kommt', u'ueber', u'den', u'rasen', u'auf', u'sie', u'zu', u'er', u'traegt', u'seine', u'graue', u'uniform', u'mit', u'schiffchen', u'auf', u'dem', u'kopf']"
1152,4489.0,4491.753,"['wenn', 'ich', 'jesus', 'in', 'mein', 'herz', 'lasse']"
1153,4491.84,4495.992,"['darf', 'ich', 'im', 'himmelreich', 'neben', 'ihm', 'wandeln']"
1154,4496.08,4498.31,"['hast', 'du', 'mir', 'zugeh\xf6rt']"
1155,4499.56,4503.712,"['im', 'himmelreich', 'neben', 'ihm', 'wandeln']"
1156,4503.8,4509.83,"['leck', 'mich', 'am', 'kr\xfcppelarsch', 'gott', 'h\xf6rt', 'alles', 'so', 'eine', 'schei\xdfe']"
1157,4513.0,4515.355,"['ich', 'komme', 'in', 'den', 'himmel', 'lieutenant', 'dan']"
1158,4522.92,4524.239,['also']
1159,4526.8,4530.554,"['bevor', 'du', 'gehst', 'warum', 'bewegst', 'du', 'deinen', 'arsch', 'nicht', 'zur', 'ecke']"
1160,4530.64,4533.313,"['und', 'holst', 'uns', 'mehr', 'fusel', 'ja', 'sir']"
1161,4533.4,4537.473,"['wir', 'sind', 'ungef\xe4hr', 'an', 'der', 'stra\xdfe', 'in', 'new', 'york', 'city', 'bei', 'one', 'astor', 'plaza']"
1162,4537.56,4539.755,"['dies', 'ist', 'der', 'platz', 'des', 'alten', 'astorhotels']"
1163,4539.84,4543.628,"['was', 'ist', 'denn', 'in', 'bayou', 'la', 'batre', 'shrimpkutter']"
1164,4543.72,4546.837,"['shrimpkutter', 'wen', 'interessieren', 'denn', 'shrimpkutter']"
1165,4546.92,4550.708,"['ich', 'muss', 'mir', 'einen', 'kaufen', 'sobald', 'ich', 'geld', 'habe']"
1166,4550.8,4552.233,"['ich', 'versprach', 'bubba']"
1167,4552.32,4555.471,"['dass', 'wir', 'sobald', 'der', 'krieg', 'zu', 'ende', 'ist', 'partner', 'w\xfcrden']"
1168,4555.56,4558.95,"['er', 'sollte', 'kapit\xe4n', 'sein', 'und', 'ich', 'sein', 'erster', 'offizier']"
1169,4559.04,4561.793,"['aber', 'jetzt', 'da', 'er', 'tot', 'ist', 'muss', 'ich', 'kapit\xe4n', 'sein']"
1170,4561.88,4563.711,"['ein', 'shrimpkutterkapit\xe4n']"
1171,4562.9,4564.1,"[u's', u'bei', u'ihr', u'stehen', u'fuenf', u'kinder']"
1172,4563.8,4566.837,"['ja', 'sir', 'versprochen', 'ist', 'versprochen', 'lieutenant', 'dan']"
1173,4567.8,4568.4,"[u'am', u'grab']"
1174,4568.96,4570.837,"['h\xf6rt', 'alle', 'mal', 'her']"
1175,4572.2,4576.478,"['private', 'gump', 'hier', 'wird', 'shrimpkutterkapit\xe4n']"
1176,4576.56,4580.269,"['ich', 'sag', 'dir', 'was', 'pirat', 'der', 'tag', 'an', 'dem', 'du', 'shrimpbootkapit\xe4n', 'bist']"
1177,4579.7,4580.9,"[u'er', u'zieht', u'einen', u'zettel', u'raus']"
1178,4580.36,4582.51,"['komme', 'ich', 'und', 'bin', 'dein', 'erster', 'offizier']"
1179,4583.92,4588.675,"['wenn', 'du', 'shrimpkutterkapit\xe4n', 'wirst', 'werde', 'ich', 'astronaut']"
1180,4588.76,4591.911,"['danny', 'hallo', 's\xfc\xdfer', 'wie', 'gehts', 'dir']"
1181,4592.0,4597.313,"['mr', 'hot', 'wheels', 'wer', 'ist', 'dein', 'freund', 'ich', 'hei\xdfe', 'forrest', 'forrest', 'gump']"
1182,4597.4,4601.552,"['das', 'ist', 'die', 'geile', 'carla', 'und', 'das', 'die', 'leckende', 'lenore']"
1183,4597.6,4598.2,"[u'ss', u'am', u'hafen']"
1184,4599.4,4600.5,"[u's', u'ein', u'schwarzer', u'mit', u'dem', u'geld']"
1185,4601.64,4605.349,"['wo', 'warst', 'du', 'denn', 'schnuckel', 'sah', 'dich', 'in', 'letzter', 'zeit', 'nicht']"
1186,4605.44,4607.829,"['du', 'h\xe4ttest', 'weihnachten', 'hier', 'sein', 'sollen']"
1187,4607.92,4611.674,"['denn', 'tommy', 'schmiss', 'ne', 'runde', 'und', 'spendierte', 'allen', 'truthahnbr\xf6tchen']"
1188,4611.76,4613.557,"['na', 'ich', 'hatte', 'gesellschaft']"
1189,4613.68,4617.434,"['wir', 'waren', 'gerade', 'da', 'das', 'ist', 'der', 'times', 'square']"
1190,4617.52,4622.23,"['magst', 'du', 'silvester', 'nicht', 'auch', 'man', 'kann', 'von', 'neuem', 'anfangen']"
1191,4619.1,4619.9,"[u'wieder', u'am', u'grab']"
1192,4622.32,4624.914,"['alle', 'kriegen', 'eine', 'zweite', 'chance']"
1193,4625.44,4628.238,"['es', 'ist', 'komisch', 'aber', 'mitten', 'in', 'all', 'dem', 'spa\xdf']"
1194,4628.32,4630.231,"['begann', 'ich', 'an', 'jenny', 'zu', 'denken']"
1195,4630.32,4634.757,"['fragte', 'mich', 'wie', 'sie', 'ihr', 'silvester', 'drau\xdfen', 'in', 'kalifornien', 'verbrachte']"
1196,4630.7,4649.8,"[u'in', u'strahlendem', u'sonnenschein', u'faehrt', u'der', u'rostige', u'kutter', u'uebers', u'meer', u'auf', u'dem', u'achterdeck', u'steht', u'forrest', u'am', u'steuer', u'hinter', u'dem', u'ruderhaus', u'haengen', u'netze', u'an', u'senkrecht', u'gestellten', u'auslegern', u's', u'spaeter', u'forrest', u'oeffnet', u'ein', u'netz', u'und', u'laesst', u'den', u'fang', u'aufs', u'deck', u'fallen', u'muell', u'muscheln', u'und', u'ein', u'shrimp']"
1197,4656.16,4659.55,"['neun', 'acht', 'sieben', 'sechs']"
1198,4659.64,4665.51,"['f\xfcnf', 'vier', 'drei', 'zwei', 'eins', 'frohes', 'neues', 'jahr']"
1199,4659.7,4661.0,"[u'im', u'hafen', u'zum', u'schwarzen']"
1200,4682.08,4684.878,"['frohes', 'neues', 'jahr', 'lieutenant', 'dan']"
1201,4685.1,4688.0,"[u'auf', u'ein', u'schild', u'an', u'der', u'bordwand', u'malt', u'er', u'den', u'namen', u'jenny']"
1229,4825.28,4827.669,"['das', 'uspingpongteam', 'traf', 'heute', 'pr\xe4sident', 'nixon']"
1230,4827.76,4831.116,"['haben', 'sies', 'geahnt', 'ein', 'paar', 'monate', 'sp\xe4ter']"
1231,4831.2,4835.352,"['wurde', 'ich', 'mit', 'dem', 'pingpongteam', 'ins', 'wei\xdfe', 'haus', 'eingeladen']"
1232,4835.44,4838.318,"['also', 'ging', 'ich', 'wieder', 'hin']"
1233,4838.4,4841.836,"['und', 'ich', 'traf', 'den', 'pr\xe4sidenten', 'der', 'vereinigten', 'staaten', 'wieder']"
1234,4838.4,4841.1,"[u'dan', u'macht', u'das', u'peacezeichen', u'forrest', u'winkt', u'wild']"
1235,4841.92,4845.913,"['nur', 'kriegten', 'wir', 'dieses', 'mal', 'kein', 'zimmer', 'in', 'einem', 'sch\xf6nen', 'hotel']"
1236,4843.3,4844.8,"[u'forrest', u'springt', u'ueber', u'bord']"
1237,4846.0,4849.356,"['gef\xe4llts', 'ihnen', 'in', 'der', 'hauptstadt', 'der', 'nation', 'junger', 'mann']"
1238,4847.5,4852.5,"[u'der', u'kutter', u'faehrt', u'weiter', u'forrest', u'krault', u'zum', u'steg']"
1239,4849.44,4852.477,"['wo', 'wohnen', 'sie', 'es', 'hei\xdft', 'hotel', 'ebbott']"
1240,4852.56,4854.994,"['oh', 'nein', 'ich', 'kenne', 'ein', 'sch\xf6neres', 'hotel']"
1241,4855.08,4859.232,"['es', 'ist', 'brandneu', 'ganz', 'modern', 'ich', 'werde', 'mich', 'darum', 'k\xfcmmern']"
1242,4859.32,4861.834,"['wachdienst', 'ja', 'sir']"
1243,4860.3,4864.5,"[u'dan', u'raucht', u'eine', u'zigarre', u'mit', u'mundstueck', u'forrest', u'steigt', u'eine', u'leiter', u'zu', u'ihm', u'hoch']"
1244,4861.92,4867.04,"['k\xf6nnen', 'sie', 'mal', 'jemanden', 'in', 'das', 'b\xfcro', 'von', 'gegen\xfcber', 'schicken']"
1245,4867.12,4871.398,"['das', 'licht', 'ist', 'aus', 'und', 'die', 'm\xfcssen', 'die', 'sicherung', 'suchen']"
1246,4871.48,4874.313,"['und', 'bei', 'diesen', 'taschenlampen', 'kann', 'ich', 'nicht', 'schlafen']"
1247,4874.4,4877.915,"['ok', 'sir', 'ich', '\xfcberpr\xfcfe', 'es', 'danke', 'gute', 'nacht']"
1248,4880.52,4883.876,"['deshalb', 'trete', 'ich', 'morgen', 'um', 'die', 'mittagszeit']"
1249,4883.96,4888.112,"['als', 'pr\xe4sident', 'zur\xfcck', 'vizepr\xe4sident', 'ford']"
1250,4888.2,4892.83,"['wird', 'dann', 'in', 'diesem', 'b\xfcro', 'als', 'neuer', 'pr\xe4sident', 'vereidigt']"
1251,4903.52,4906.353,"['forrest', 'gump', 'ja', 'sir']"
1252,4905.2,4906.9,"[u'ss', u'hinter', u'ihm', u'rammt', u'das', u'schiff', u'einen', u'ponton']"
1253,4906.44,4912.037,"['stehen', 'sie', 'bequem', 'hier', 'ist', 'ihre', 'entlassung', 'ihr', 'dienst', 'ist', 'vorbei']"
1254,4909.5,4911.3,"[u'es', u'schiebt', u'den', u'halben', u'ponton', u'vor', u'sich', u'her']"
1255,4913.72,4916.917,"['hei\xdft', 'das', 'ich', 'kann', 'kein', 'pingpong', 'mehr', 'spielen']"
1256,4915.8,4918.9,"[u'auf', u'dem', u'offenen', u'meer', u'hoch', u'ueber', u'dem', u'deck', u'sitzt', u'dan', u'auf', u'einem', u'mast']"
1257,4917.0,4918.911,"['in', 'der', 'armee', 'jedenfalls', 'nicht']"
