,start,end,text
502,1961.48,1965.598,"['an', 'einem', 'guten', 'tag', 'f\xe4ngt', 'man', '\xfcber', 'kilo', 'shrimps']"
503,1965.68,1968.672,"['wenn', 'alles', 'gut', 'geht', 'zwei', 'm\xe4nner', 'zehn', 'stunden', 'lang', 'fangen']"
504,1968.76,1970.591,"['abz\xfcglich', 'dem', 'spritgeld']"
505,1970.68,1974.275,"['fertig', 'drillsergeant', 'gump']"
506,1975.76,1978.479,"['warum', 'hast', 'du', 'die', 'waffe', 'so', 'schnell', 'zusammengesetzt']"
507,1978.56,1980.357,"['sie', 'befahlen', 'es', 'drillsergeant']"
508,1980.44,1983.989,"['ach', 'du', 'heiliger', 'strohsack', 'das', 'ist', 'neuer', 'kompanierekord']"
509,1984.08,1986.878,"['wenn', 'ich', 'damit', 'nicht', 'einen', 'guten', 'mann', 'verlieren', 'w\xfcrde']"
510,1986.96,1989.19,"['schl\xfcge', 'ich', 'dich', 'als', 'offizierskandidaten', 'vor']"
511,1989.28,1991.475,"['du', 'wirst', 'noch', 'mal', 'general']"
512,1991.56,1994.12,"['jetzt', 'nimm', 'die', 'waffe', 'auseinander', 'und', 'mach', 'weiter']"
513,1993.6,1996.0,"[u'ein', u'mann', u'will', u'ihr', u'einen', u'geldschein', u'in', u'den', u'pumps', u'stecken']"
514,1995.4,1999.359,"['also', 'wie', 'ich', 'eben', 'sagte', 'shrimps', 'sind', 'die', 'fr\xfcchte', 'des', 'meeres']"
515,1998.1,1999.1,"[u'ss', u'sie', u'tritt', u'seine', u'hand', u'weg']"
516,1999.44,2004.15,"['man', 'kann', 'sie', 'grillen', 'kochen', 'braten', 'backen', 'sautieren']"
517,2001.5,2003.0,"[u'er', u'schuettet', u'sein', u'bier', u'ueber', u'ihre', u'fuesse']"
518,2004.24,2007.118,"['es', 'gibt', 'shrimpkebabs', 'shrimpkreole']"
519,2007.2,2012.194,"['shrimp', 'mit', 'gumbo', 'angebraten', 'frittiert', 'in', 'der', 'pfanne', 'gebraten']"
520,2008.6,2010.8,"[u'forrest', u'marschiert', u'mit', u'grimmiger', u'miene', u'nach', u'vorn']"
521,2011.7,2013.9,"[u'er', u'packt', u'den', u'mann', u'von', u'hinten', u'und', u'stoesst', u'ihn', u'zu', u'boden']"
522,2012.28,2016.796,"['es', 'gibt', 'ananasshrimps', 'und', 'zitronenshrimps', 'kokosnussshrimps']"
523,2015.7,2016.7,"[u'ss', u'er', u'schubst', u'noch', u'einen', u'um']"
524,2016.88,2020.475,"['pfeffershrimps', 'shrimpsuppe', 'shrimpeintopf']"
525,2018.5,2019.5,"[u'er', u'steigt', u'auf', u'die', u'buehne', u'\u2026']"
526,2020.56,2027.079,"['shrimpsalat', 'shrimps', 'in', 'kartoffeln', 'shrimpburger', 'shrimpsandwich']"
527,2021.1,2021.9,"[u'\u2026', u'und', u'hebt', u'sie', u'hoch']"
528,2024.2,2030.7,"[u's', u'er', u'tut', u'es', u'pling', u'sie', u'drueckt', u'ihm', u'die', u'gitarre', u'in', u'die', u'hand', u'und', u'eilt', u'von', u'der', u'buehne', u'forrest', u'hetzt', u'ihr', u'nach', u'spaeter', u'auf', u'einer', u'bruecke']"
529,2029.2,2031.077,"['das', 'w\xe4rs', 'eigentlich']"
530,2035.16,2038.197,"['die', 'n\xe4chte', 'in', 'der', 'armee', 'sind', 'einsam']"
531,2038.28,2042.99,"['wir', 'lagen', 'da', 'auf', 'unseren', 'betten', 'und', 'ich', 'vermisste', 'meine', 'mama']"
532,2043.08,2045.514,"['und', 'ich', 'vermisste', 'jenny']"
533,2049.4,2052.597,"['gump', 'sieh', 'dir', 'mal', 'die', 'titten', 'von', 'der', 'an']"
534,2050.5,2054.6,"[u'jenny', u'schaut', u'nachdenklich', u'aufs', u'wasser', u'forrest', u'betrachtet', u'sie']"
535,2065.56,2068.916,"['sah', 'so', 'aus', 'als', 'h\xe4tte', 'jenny', 'schwierigkeiten']"
536,2069.0,2072.151,"['wegen', 'fotos', 'von', 'ihr', 'in', 'ihrer', 'collegejacke']"
537,2072.24,2074.231,"['und', 'sie', 'flog', 'von', 'der', 'schule']"
538,2073.8,2080.6,"[u'sie', u'steigt', u'auf', u'eine', u'niedrige', u'querstrebe', u'des', u'gelaenders', u'beunruhigt', u'sieht', u'forrest', u'sie', u'von', u'unten', u'nach', u'oben', u'an', u'und', u'kommt', u'etwas', u'naeher']"
539,2077.48,2079.914,"['aber', 'das', 'war', 'nicht', 'so', 'schlimm']"
540,2080.0,2083.754,"['denn', 'ein', 'theaterbesitzer', 'in', 'memphis', 'tennessee']"
541,2083.84,2088.96,"['sah', 'die', 'fotos', 'und', 'bot', 'jenny', 'einen', 'job', 'als', 's\xe4ngerin', 'an']"
542,2087.6,2089.7,"[u'ein', u'autoscheinwerfer', u'streift', u'ihr', u'gesicht']"
543,2089.04,2093.318,"['bei', 'der', 'ersten', 'gelegenheit', 'nahm', 'ich', 'den', 'bus', 'nach', 'memphis']"
544,2092.3,2094.1,"[u'sie', u'stellt', u'sich', u'auf', u'die', u'fahrbahn', u'und', u'winkt']"
545,2093.4,2095.436,"['um', 'ihren', 'auftritt', 'zu', 'sehen']"
546,2095.52,2098.398,"['das', 'war', 'amber', 'amber', 'flame', 'ich', 'bitte', 'um', 'applaus']"
547,2098.48,2101.199,"['und', 'jetzt', 'was', 'f\xfcrs', 'auge', 'und', 'was', 'f\xfcrs', 'ohr']"
548,2101.28,2104.829,"['direkt', 'aus', 'hollywood', 'kalifornien', 'unsere', 'beatniksch\xf6nheit']"
549,2104.92,2108.708,"['ich', 'bitte', 'um', 'applaus', 'f\xfcr', 'die', 'knackige', 'bobbie', 'dylon']"
550,2106.4,2107.9,"[u'sie', u'bleibt', u'stehen', u'und', u'sieht', u'zu', u'ihm']"
551,2132.2,2133.8,"[u'jenny', u'geht', u'zur', u'beifahrerseite']"
552,2134.6,2139.754,"['ihr', 'traum', 'hatte', 'sich', 'erf\xfcllt', 'sie', 'war', 'folks\xe4ngerin']"
553,2137.8,2138.4,"[u'sie', u'stoppt']"
554,2148.76,2153.197,"['komm', 'baby', 'tanz', 'uns', 'einen', 'gebt', 'ihr', 'eine', 'mundharmonika']"
555,2151.7,2163.7,"[u'der', u'schatten', u'eines', u'hubschraubers', u'gleitet', u'ueber', u'reisfelder', u'in', u'der', u'offenen', u'tuer', u'sitzt', u'ein', u'bordschuetze', u'am', u'maschinengewehr', u'er', u'schaut', u'zu', u'forrest', u'und', u'bubba', u'neben', u'ihm', u'die', u'beiden', u'weichen', u'seinem', u'blick', u'eingeschuechtert', u'aus']"
556,2156.96,2161.351,"['das', 'ist', 'doch', 'nicht', 'pinocchio', 'ich', 'habe', 'hier', 'was', 'f\xfcr', 'dich']"
557,2161.44,2163.032,"['verdammt', 'noch', 'mal']"
558,2163.12,2167.671,"['hey', 'du', 'bl\xf6der', 'wichser', 'ich', 'singe', 'hier', 'ein', 'lied']"
559,2170.12,2172.19,"['paulie', 'verschwinde']"
560,2170.2,2178.1,"[u'der', u'hubschrauber', u'landet', u'auf', u'einem', u'stuetzpunkt', u'neben', u'einem', u'anderen', u'helikopter', u'zwei', u'soldaten', u'erwarten', u'ihn', u'bubba', u'und', u'forrest', u'springen', u'mit', u'ihren', u'gepaecksaecken', u'raus']"
561,2173.8,2175.153,"['halt', 'die', 'klappe']"
562,2177.84,2182.391,"['forrest', 'was', 'machst', 'du', 'denn', 'hier', 'was', 'machst', 'du', 'da']"
563,2182.96,2186.077,"['was', 'tust', 'du', 'da', 'forrest', 'lass', 'mich', 'runter']"
564,2191.44,2195.353,"['so', 'geht', 'es', 'nicht', 'weiter', 'forrest', 'du', 'kannst', 'mich', 'nicht', 'immer', 'retten']"
565,2195.44,2199.513,"['die', 'haben', 'dich', 'begrapscht', 'viele', 'leute', 'begrapschen', 'mich']"
566,2198.7,2208.3,"[u'an', u'einem', u'fluss', u'grillen', u'soldaten', u'zwischen', u'palmen', u'und', u'trinken', u'bier', u'einige', u'spielen', u'karten', u'im', u'hintergrund', u'fliegt', u'eine', u'hubschrauberstaffel', u'den', u'fluss', u'entlang', u'forrest', u'und', u'bubba', u'gehen', u'mit', u'ihrem', u'gepaeck', u'darauf', u'zu']"
567,2199.6,2203.434,"['du', 'kannst', 'nicht', 'immer', 'so', 'was', 'machen']"
568,2203.52,2206.796,"['ich', 'kann', 'nicht', 'anders', 'ich', 'liebe', 'dich']"
569,2209.12,2211.076,"['du', 'wei\xdft', 'nicht', 'was', 'liebe', 'ist']"
570,2217.48,2221.075,"['erinnerst', 'du', 'dich', 'an', 'damals', 'als', 'wir', 'beteten', 'forrest']"
571,2221.68,2226.834,"['wir', 'beteten', 'zu', 'gott', 'dass', 'er', 'aus', 'mir', 'einen', 'vogel', 'macht']"
572,2224.4,2226.0,"[u'ss', u'ein', u'soldat', u'mit', u'nacktem', u'oberkoerper']"
573,2228.0,2230.116,"['ja', 'ich', 'wei\xdf']"
574,2231.8,2234.758,"['meinst', 'du', 'ich', 'k\xf6nnte', 'von', 'dieser', 'br\xfccke', 'fliegen']"
575,2241.68,2244.638,"['was', 'meinst', 'du', 'jenny']"
576,2247.56,2249.516,['nichts']
577,2249.5,2250.9,"[u'bubba', u'zieht', u'die', u'unterlippe', u'ein']"
578,2251.8,2254.075,"['ich', 'muss', 'hier', 'weg']"
579,2256.2,2259.67,"['warte', 'jenny', 'forrest', 'lass', 'mich', 'in', 'ruhe', 'ok']"
580,2256.8,2259.1,"[u'forrest', u'und', u'bubba', u'mustern', u'sich', u'und', u'schuetteln', u'den', u'kopf']"
581,2259.76,2261.591,"['bitte', 'lass', 'mich', 'einfach', 'in', 'ruhe']"
582,2261.68,2264.274,"['darf', 'ich', 'mitfahren', 'wohin', 'willst', 'du']"
583,2264.36,2266.749,"['ist', 'mir', 'egal', 'steig', 'ein']"
584,2266.1,2266.9,"[u's', u'sie', u'folgen', u'dan']"
585,2266.84,2268.831,"['wiedersehen', 'jenny']"
586,2270.2,2272.634,"['sie', 'schicken', 'mich', 'nach', 'vietnam']"
587,2274.56,2276.79,"['das', 'ist', 'ein', 'ganz', 'anderes', 'land']"
588,2279.88,2282.11,"['warte', 'bitte', 'mal', 'einen', 'moment']"
589,2283.08,2285.913,"['h\xf6r', 'mal', 'versprichst', 'du', 'mir', 'was', 'ja']"
590,2286.0,2288.958,"['wenn', 'du', 'je', 'in', 'gefahr', 'bist', 'sei', 'nur', 'nicht', 'tapfer']"
591,2289.04,2292.919,"['lauf', 'einfach', 'ok', 'lauf', 'weg', 'ok']"
592,2301.04,2303.713,"['ich', 'werd', 'dir', 'immer', 'schreiben']"
597,2351.8,2354.4,"[u'sein', u'kopf', u'verschwindet', u'hinter', u'der', u'brusthohen', u'latrinentuer']"
598,2361.0,2369.4,"[u's', u'auf', u'patrouille', u'gehen', u'forrest', u'und', u'bubba', u'mit', u'anderen', u'durch', u'ein', u'reisfeld', u'sie', u'tragen', u'tarnfarbene', u'helme', u'olivgruene', u'uniformen', u'und', u'rucksaecke', u'ihre', u'gewehre', u'halten', u'sie', u'quer', u'vor', u'sich']"
599,2375.1,2377.2,"[u's', u'zwischen', u'feldern', u'gehen', u'sie', u'eine', u'sandpiste', u'entlang']"
600,2375.2,2379.398,"['man', 'sagte', 'uns', 'dass', 'es', 'in', 'vietnam', 'ganz', 'anders', 'sei']"
601,2379.48,2381.55,"['als', 'in', 'den', 'vereinigten', 'staaten']"
602,2381.64,2387.351,"['abgesehen', 'von', 'den', 'bierdosen', 'und', 'barbecues', 'war', 'es', 'das']"
603,2387.5,2394.4,"[u'forrests', u'gesicht', u'ist', u'schmutzig', u'unter', u'einem', u'riemen', u'an', u'seinem', u'helm', u'klemmt', u'ein', u'plastikflaeschchen', u'ein', u'vorne', u'gehender', u'soldat', u'hebt', u'die', u'faust']"
604,2396.6,2399.592,"['ich', 'wette', 'in', 'diesen', 'gew\xe4ssern', 'sind', '\xfcberall', 'shrimps']"
605,2396.6,2398.1,"[u'der', u'trupp', u'hockt', u'sich', u'links', u'und', u'rechts', u'der', u'piste', u'an', u'die', u'boeschung']"
606,2399.68,2402.478,"['es', 'hei\xdft', 'in', 'vietnam', 'kann', 'man', 'gut', 'shrimps', 'fischen']"
607,2402.56,2406.075,"['wenn', 'wir', 'den', 'krieg', 'gewonnen', 'und', 'alles', '\xfcbernommen', 'haben']"
608,2406.16,2409.596,"['holen', 'wir', 'shrimpfischer', 'aus', 'amerika', 'und', 'fischen', 'hier']"
609,2409.68,2411.557,"['die', 'ganze', 'zeit', 'nur', 'shrimps', 'mann']"
610,2414.08,2417.47,"['ihr', 'seid', 'wohl', 'die', 'neuen', 'morgen', 'sir']"
611,2415.0,2416.0,"[u'dan', u'geht', u'nach', u'vorn']"
612,2417.56,2420.313,"['nehmt', 'die', 'h\xe4nde', 'runter', 'salutiert', 'mir', 'nicht']"
613,2419.2,2423.6,"[u'er', u'hockt', u'sich', u'hin', u'dreht', u'sich', u'zu', u'seinen', u'maennern', u'um', u'und', u'zeigt', u'mit', u'zwei', u'fingern', u'auf', u'seine', u'augen']"
614,2420.4,2422.834,"['hier', 'sind', '\xfcberall', 'verdammte', 'heckensch\xfctzen']"
615,2422.92,2424.911,"['die', 'gern', 'einen', 'offizier', 'umlegen']"
616,2425.0,2428.037,"['ich', 'bin', 'lieutenant', 'dan', 'taylor', 'willkommen', 'in', 'fort', 'platoon']"
617,2426.8,2430.3,"[u'dan', u'legt', u'sich', u'flach', u'auf', u'die', u'piste', u'und', u'spaeht', u'ueber', u'den', u'boden', u'direkt', u'vor', u'ihm']"
618,2429.24,2433.95,"['was', 'ist', 'mit', 'deiner', 'lippe', 'los', 'die', 'war', 'schon', 'immer', 'so', 'sir']"
619,2434.04,2438.431,"['na', 'zieh', 'die', 'besser', 'ein', 'sonst', 'bleibst', 'du', 'am', 'stacheldraht', 'h\xe4ngen']"
620,2439.48,2441.436,"['woher', 'in', 'der', 'welt', 'seid', 'ihr', 'jungs']"
621,2440.2,2441.6,"[u'ein', u'soldat', u'mit', u'hornbrille']"
622,2441.52,2445.195,"['alabama', 'sir', 'seid', 'ihr', 'zwillinge']"
623,2444.3,2445.1,"[u'ss', u'ein', u'schwarzer']"
624,2447.32,2449.834,"['nein', 'wir', 'sind', 'nicht', 'verwandt', 'sir']"
625,2451.92,2457.631,"['also', 'es', 'ist', 'alles', 'ganz', 'einfach', 'wenn', 'ihr', 'bei', 'mir', 'bleibt']"
626,2455.2,2457.0,"[u'vorne', u'steht', u'lieutenant', u'dan', u'wieder', u'auf']"
627,2457.72,2461.269,"['und', 'von', 'den', 'jungs', 'die', 'schon', 'da', 'sind', 'lernt', 'passiert', 'euch', 'nichts']"
628,2461.36,2463.396,"['es', 'gibt', 'ein', 'st\xfcck', 'armeeausr\xfcstung']"
629,2463.48,2467.473,"['das', 'den', 'unterschied', 'zwischen', 'leben', 'und', 'tod', 'ausmacht', 'socken']"
630,2467.76,2471.389,"['frotteesohle', 'olivgr\xfcn', 'haltet', 'eure', 'f\xfc\xdfe', 'trocken']"
631,2471.48,2475.109,"['wenn', 'wir', 'drau\xdfen', 'unterwegs', 'sind', 'wechselt', 'jedes', 'mal', 'die', 'socken']"
632,2475.2,2478.51,"['der', 'mekong', 'frisst', 'den', 'soldaten', 'den', 'fu\xdf', 'direkt', 'vom', 'bein']"
633,2478.4,2480.3,"[u's', u'hinter', u'dan', u'und', u'forrest', u'fliegt', u'erde', u'hoch']"
634,2478.6,2482.559,"['sergeant', 'sims', 'verdammt', 'wo', 'sind', 'die', 'bestellten', 'seile']"
635,2482.1,2483.1,"[u'ss', u'forrest', u'kriecht', u'rein']"
636,2482.64,2486.349,"['ich', 'hab', 'sie', 'angefordert', 'dann', 'rufen', 'sie', 'die', 'mistkerle', 'an']"
637,2486.44,2491.195,"['lieutenant', 'dan', 'kannte', 'sich', 'aus', 'ich', 'war', 'froh', 'dass', 'ich', 'bei', 'ihm', 'war']"
638,2488.3,2491.3,"[u's', u'bis', u'zur', u'brust', u'in', u'truebem', u'wasser', u'watet', u'der', u'trupp', u'durch', u'ein', u'reisfeld']"
639,2491.28,2494.875,"['er', 'kam', 'aus', 'einer', 'familie', 'mit', 'langer', 'milit\xe4rtradition']"
640,2494.96,2498.839,"['jemand', 'aus', 'seiner', 'familie', 'hatte', 'in', 'jedem', 'amerikanischen', 'krieg']"
641,2498.92,2502.708,"['gek\xe4mpft', 'und', 'war', 'gefallen']"
642,2503.76,2506.797,"['treten', 'sie', 'denen', 'in', 'den', 'arsch', 'na', 'los']"
643,2506.88,2510.589,"['sch\xe4tze', 'man', 'k\xf6nnte', 'sagen', 'dass', 'er', 'hohe', 'anspr\xfcche', 'an', 'sich', 'stellte']"
644,2511.68,2516.39,"['ihr', 'jungs', 'seid', 'aus', 'arkansas', 'na', 'da', 'war', 'ich', 'schon', 'mal']"
645,2516.2,2517.3,"[u'ss', u'sie', u'gehen', u'durch', u'einen', u'fluss']"
646,2516.48,2519.04,"['little', 'rock', 'ist', 'n', 'h\xfcbscher', 'ort']"
647,2519.12,2522.157,"['stellt', 'euren', 'kram', 'hier', 'ab', 'geht', 'zum', 'platoonsergeant']"
648,2522.24,2524.8,"['holt', 'euch', 'eure', 'kampfausr\xfcstung']"
649,2524.88,2529.032,"['wenn', 'ihr', 'hunger', 'habt', 'wir', 'braten', 'hier', 'dr\xfcben', 'steaks']"
650,2529.12,2534.433,"['hier', 'gibts', 'zwei', 'feste', 'regeln', 'erstens', 'passt', 'auf', 'eure', 'f\xfc\xdfe', 'auf']"
651,2534.52,2539.913,"['zweitens', 'macht', 'keine', 'dummheiten', 'also', 'lasst', 'euch', 'nicht', 'umbringen']"
652,2544.76,2546.716,"['ich', 'hoffe', 'ich', 'entt\xe4usche', 'ihn', 'nie']"
653,2558.48,2563.793,"['ich', 'sah', 'viel', 'von', 'der', 'landschaft', 'wir', 'gingen', 'auf', 'lange', 'wanderungen']"
654,2571.88,2575.077,"['und', 'wir', 'suchten', 'immer', 'nach', 'diesem', 'mann', 'namens', 'charlie']"
655,2583.2,2585.634,"['in', 'deckung', 'in', 'deckung', 'jungs']"
656,2583.2,2585.0,"[u'er', u'liegt', u'unter', u'einer', u'plane', u'und', u'schreibt']"
657,2587.2,2589.953,"['es', 'machte', 'nicht', 'immer', 'spa\xdf']"
658,2590.04,2593.237,"['lieutenant', 'dan', 'hatte', 'immer', 'diese', 'komischen', 'vorahnungen']"
659,2593.32,2599.156,"['bei', 'einem', 'stein', 'oder', 'einer', 'stra\xdfe', 'und', 'rief', 'deckung', 'maul', 'halten']"
660,2599.24,2601.47,"['deckung', 'maul', 'halten']"
661,2600.3,2602.1,"[u'ss', u'jenny', u'kommt', u'aus', u'dem', u'wohnwagen', u'ihrer', u'oma']"
662,2602.52,2604.351,"['das', 'machten', 'wir']"
663,2606.8,2609.0,"[u'sie', u'steigt', u'zu', u'anderen', u'hippies', u'in', u'einen', u'vwbus']"
664,2619.4,2622.8,"[u'auf', u'patrouille', u'streift', u'der', u'trupp', u'durch', u'den', u'dschungel']"
665,2620.4,2622.675,"['ich', 'wei\xdf', 'sonst', 'nicht', 'viel']"
666,2622.76,2626.275,"['aber', 'ich', 'denke', 'amerikas', 'beste', 'junge', 'm\xe4nner', 'k\xe4mpften', 'hier', 'mit']"
667,2626.36,2628.396,"['da', 'war', 'dallas', 'aus', 'phoenix']"
668,2629.76,2632.957,"['cleveland', 'der', 'war', 'aus', 'detroit']"
669,2633.04,2637.431,"['hey', 'tex', 'was', 'zum', 'teufel', 'ist', 'los']"
670,2637.52,2642.389,"['und', 'tex', 'war', 'also', 'ich', 'wei\xdf', 'nicht', 'mehr', 'woher', 'tex', 'war']"
671,2642.48,2644.436,"['ne', 'nichts']"
672,2645.4,2647.6,"[u'ss', u'ein', u'kamerad', u'wird', u'getroffen', u'forrest', u'wirft', u'sich', u'hin']"
673,2647.48,2649.391,"['vierter', 'platoon', 'auf', 'die', 'beine']"
674,2649.0,2650.8,"[u's', u'leuchtende', u'munition', u'saust', u'durch', u'die', u'luft']"
675,2649.48,2653.758,"['ihr', 'habt', 'sekunden', 'bis', 'zum', 'fluss', 'bewegung']"
676,2654.36,2660.196,"['eins', 'zwei', 'hepp', 'vorw\xe4rts', 'marsch', 'sofort']"
677,2654.8,2657.6,"[u's', u'Ueberall', u'spritzt', u'erde', u'hoch', u'forrest', u'robbt', u'hinter', u'eine', u'wegboeschung']"
678,2660.28,2663.795,"['das', 'gute', 'an', 'vietnam', 'ist', 'man', 'kann', 'immer', 'irgendwohin', 'gehen']"
679,2662.5,2665.2,"[u'ss', u'neben', u'forrest', u'liegt', u'dan', u'und', u'haelt', u'den', u'hoerer', u'eines', u'funktelefons']"
680,2663.88,2665.791,"['feuert', 'auf', 'das', 'loch']"
681,2668.68,2671.069,"['gump', '\xfcberpr\xfcf', 'das', 'loch']"
682,2670.7,2671.6,"[u'ss', u'forrest', u'schiesst']"
683,2671.16,2673.958,"['und', 'es', 'gab', 'immer', 'etwas', 'zu', 'tun']"
684,2674.04,2676.918,"['aufbauen', 'ausschw\xe4rmen', 'gebt', 'ihm', 'feuerschutz']"
685,2681.72,2687.59,"['eines', 'tages', 'fing', 'der', 'regen', 'an', 'und', 'h\xf6rte', 'vier', 'monate', 'nicht', 'auf']"
686,2687.68,2690.752,"['wir', 'hatten', 'jede', 'art', 'regen', 'die', 'es', 'gibt']"
687,2690.84,2697.313,"['mit', 'kleinen', 'prasselnden', 'tropfen', 'und', 'mit', 'sch\xf6nen', 'dicken', 'tropfen']"
688,2692.2,2694.2,"[u'ss', u'ein', u'feuerball', u'fegt', u'die', u'mgschuetzen', u'weg']"
689,2697.4,2701.678,"['regen', 'der', 'von', 'der', 'seite', 'kam', 'und', 'manchmal', 'schien', 'er', 'sogar']"
690,2701.76,2705.116,"['geradewegs', 'von', 'unten', 'zu', 'kommen']"
691,2705.2,2708.476,"['mist', 'es', 'regnete', 'sogar', 'nachts']"
692,2705.9,2708.4,"[u'forrest', u'schaut', u'verstoert', u'zwischen', u'dan', u'und', u'bubba', u'hin', u'und', u'her']"
693,2708.56,2711.358,"['hey', 'forrest', 'hey', 'bubba']"
694,2710.8,2712.1,"[u's', u'dan', u'zerrt', u'forrest', u'hoch']"
695,2711.44,2715.035,"['ich', 'werd', 'mich', 'an', 'dich', 'lehnen', 'du', 'lehnst', 'dich', 'an', 'mich']"
696,2715.12,2719.193,"['so', 'm\xfcssen', 'wir', 'nicht', 'mit', 'dem', 'kopf', 'im', 'schlamm', 'pennen']"
697,2717.1,2720.5,"[u'forrest', u'rennt', u'los', u'Ueberall', u'schlagen', u'granaten', u'ein', u'erde', u'spritzt', u'hoch']"
698,2719.28,2721.714,"['wei\xdft', 'du', 'warum', 'wir', 'gute', 'kameraden', 'sind', 'forrest']"
699,2721.8,2726.749,"['weil', 'wir', 'auf', 'einander', 'aufpassen', 'wie', 'br\xfcder', 'und', 'so']"
700,2723.7,2725.6,"[u's', u'ein', u'soldat', u'hinter', u'forrest', u'wird', u'weggerissen']"
701,2728.52,2732.069,"['hey', 'forrest', 'ich', 'habe', 'nachgedacht']"
702,2732.16,2734.993,"['ich', 'muss', 'dich', 'was', 'wichtiges', 'fragen']"
703,2733.6,2735.8,"[u's', u'forrest', u'ueberholt', u'bubba', u'ohne', u'ihn', u'zu', u'bemerken']"
704,2736.76,2740.355,"['wie', 'f\xe4ndest', 'dus', 'mit', 'mir', 'ins', 'shrimpgesch\xe4ft', 'einzusteigen']"
705,2741.96,2744.952,"['ok', 'mann', 'ich', 'sag', 'dir', 'was']"
706,2745.04,2747.235,"['ich', 'hab', 'alles', 'genau', '\xfcberlegt']"
707,2747.32,2750.118,"['so', 'und', 'so', 'viele', 'kilo', 'shrimps', 'bezahlen', 'den', 'kutter']"
708,2750.2,2753.351,"['so', 'und', 'so', 'viele', 'den', 'sprit', 'wir', 'leben', 'auf', 'dem', 'kutter']"
709,2753.44,2755.67,"['dann', 'zahlen', 'wir', 'keine', 'miete']"
710,2754.0,2756.4,"[u'er', u'bleibt', u'stehen', u'schnellt', u'herum', u'und', u'rennt', u'zurueck']"
711,2755.76,2759.469,"['wir', 'arbeiten', 'zusammen', 'und', 'teilen', 'alles', 'genau', 'zur', 'h\xe4lfte']"
712,2759.56,2764.554,"['mann', 'ich', 'sag', 'dir', 'hey', 'forrest', 'shrimps', 'so', 'viel', 'du', 'willst']"
713,2761.6,2763.3,"[u'forrest', u'laeuft', u'durch', u'den', u'lichten', u'dschungel']"
714,2766.12,2768.509,"['das', 'ist', 'eine', 'tolle', 'idee']"
715,2768.6,2771.239,"['bubba', 'hatte', 'wirklich', 'eine', 'tolle', 'idee']"
716,2772.8,2774.2,"[u's', u'neben', u'ihm', u'hebt', u'sich', u'eine', u'hand']"
717,2774.64,2777.837,"['ich', 'schrieb', 'sogar', 'an', 'jenny', 'und', 'erz\xe4hlte', 'ihr', 'davon']"
718,2777.92,2781.469,"['ich', 'schickte', 'ihr', 'briefe', 'nicht', 'jeden', 'tag', 'aber', 'fast']"
719,2780.5,2782.4,"[u'forrest', u'legt', u'sich', u'tex', u'ueber', u'die', u'schultern']"
720,2781.56,2786.076,"['ich', 'sagte', 'ihr', 'was', 'ich', 'machte', 'und', 'fragte', 'was', 'sie', 'machte']"
721,2786.16,2789.118,"['und', 'sagte', 'ihr', 'dass', 'ich', 'immer', 'an', 'sie', 'dachte']"
722,2790.48,2794.268,"['und', 'wie', 'ich', 'mich', 'auf', 'einen', 'brief', 'von', 'ihr', 'freute']"
723,2791.2,2794.5,"[u'tex', u'ist', u'an', u'der', u'schulter', u'verwundet', u'sein', u'hemd', u'ist', u'blutdurchtraenkt']"
724,2794.36,2797.113,"['sobald', 'sie', 'einmal', 'zeit', 'h\xe4tte']"
725,2797.2,2799.953,"['ich', 'sagte', 'ihr', 'immer', 'dass', 'es', 'mir', 'gut', 'ging']"
726,2798.4,2802.4,"[u'forrest', u'kommt', u'mit', u'tex', u'zu', u'einer', u'lichtung', u'an', u'einem', u'flussufer', u'und', u'legt', u'ihn', u'ins', u'gras']"
727,2800.04,2807.071,"['dann', 'unterschrieb', 'ich', 'den', 'brief', 'in', 'liebe', 'forrest', 'gump']"
728,2814.5,2818.5,"[u'ss', u'er', u'legt', u'einen', u'soldaten', u'mit', u'blutigem', u'verband', u'ans', u'ufer', u'und', u'rennt', u'zurueck', u'er', u'findet', u'dallas']"
729,2820.56,2823.916,"['dann', 'eines', 'tages', 'wir', 'waren', 'wie', 'immer', 'drau\xdfen']"
730,2821.4,2822.8,"[u'ss', u'forrest', u'legt', u'dallas', u'ans', u'ufer']"
731,2824.0,2829.677,"['und', 'dann', 'drehte', 'jemand', 'einfach', 'so', 'den', 'regen', 'ab']"
732,2829.76,2832.194,"['und', 'die', 'sonne', 'kam', 'heraus']"
733,2833.5,2835.7,"[u'ss', u'er', u'stolpert', u'und', u'starrt', u'auf', u'dans', u'blutige', u'beine']"
734,2833.96,2837.316,"['hinterhalt', 'in', 'deckung']"
735,2846.08,2850.79,"['ihr', 'sollt', 'das', 'mg', 'herbringen', 'forrest', 'bist', 'du', 'ok']"
736,2847.6,2849.3,"[u'ss', u'forrest', u'schnallt', u'dan', u'den', u'rucksack', u'ab']"
737,2853.4,2855.63,"['strong', 'arm', 'strong', 'arm']"
738,2855.7,2857.3,"[u'ss', u'forrest', u'wuchtet', u'dan', u'auf', u'die', u'schultern']"
739,2857.68,2862.356,"['ein', 'mann', 'ist', 'am', 'boden', 'strong', 'arm', 'hier', 'leg', 'lima', 'sechs']"
740,2862.44,2867.116,"['roger', 'strong', 'arm', 'wir', 'werden', 'von', 'den', 'b\xe4umen', 'am', 'point', 'blue']"
